timestamp,cpu_percent,memory_percent,swap_percent,disk_usage_percent,disk_read_bytes_delta,disk_write_bytes_delta,disk_read_count_delta,disk_write_count_delta,bytes_sent_delta,bytes_recv_delta,packets_sent_delta,packets_recv_delta,process_count,new_processes,new_unique_processes,tcp_total,tcp_established,tcp_time_wait,tcp_close_wait,tcp_listen,hour,weekday
2026-08-06 01:53:41,2.9,57.6,4.2,23.3,0,90112,0,16,13300,394794,219,304,191,0,0,61,36,1,2,22,1,3
2026-08-06 01:53:46,4.3,58.0,4.2,23.3,1425920,2785280,82,178,34693,124150,119,141,191,0,0,64,39,1,2,22,1,3
2026-08-06 01:53:51,4.0,58.9,4.2,23.3,1585152,757760,36,67,93310,372053,312,414,192,1,0,76,52,0,2,22,1,3
2026-08-06 01:53:56,6.8,59.3,4.2,23.3,3953664,3433472,94,192,183832,503890,518,578,192,0,0,87,59,0,2,22,1,3
2026-08-06 01:54:01,5.2,59.4,4.2,23.3,2579968,2158080,74,181,282167,206450,471,423,192,0,0,133,109,0,1,22,1,3
2026-08-06 01:54:06,8.9,61.5,4.2,23.3,2187264,2416640,46,142,341009,303880,486,453,192,0,0,145,118,0,1,22,1,3
2026-08-06 01:54:11,15.2,59.7,4.2,23.3,40960,598016,2,41,257741,139076,457,277,192,0,0,184,107,0,1,22,1,3
2026-08-06 01:54:16,15.4,60.3,4.2,23.3,1246208,651264,50,76,263166,261270,544,411,192,0,0,185,123,0,1,22,1,3
2026-08-06 01:54:21,13.6,60.0,4.2,23.3,66048,827904,2,48,346611,334358,705,555,191,0,0,217,143,0,2,22,1,3
2026-08-06 01:54:26,13.8,60.0,4.2,23.3,253952,565248,5,30,332946,164145,469,376,191,0,0,205,140,0,4,22,1,3
2026-08-06 01:54:31,13.6,60.7,4.2,23.3,0,131072,0,26,304773,147477,465,346,191,0,0,208,136,0,7,22,1,3
2026-08-06 01:54:36,11.3,60.7,4.2,23.3,21683712,1384448,413,103,351784,258649,593,430,191,1,0,230,139,2,8,22,1,3
2026-08-06 01:54:41,5.4,61.0,4.2,23.3,954368,790528,39,71,286831,238573,540,405,192,1,0,235,141,2,10,22,1,3
2026-08-06 01:54:46,6.1,61.3,4.2,23.3,335872,1052672,18,84,320981,326590,598,449,193,1,0,251,157,2,9,22,1,3
2026-08-06 01:54:51,5.8,63.0,4.2,23.3,503808,3424256,16,182,305864,197838,487,380,193,0,0,260,159,3,13,22,1,3
2026-08-06 01:54:56,3.9,62.8,4.2,23.3,2146816,3740672,72,353,288785,129420,456,295,193,0,0,269,151,5,15,22,1,3
2026-08-06 01:55:01,3.7,62.7,4.0,23.3,3645440,606208,108,76,242994,156248,413,342,193,0,0,265,144,8,19,22,1,3
2026-08-06 01:55:06,5.0,63.3,4.0,23.3,1433600,1048576,35,120,249868,136359,434,298,193,2,0,259,141,13,19,22,1,3
2026-08-06 01:55:11,3.6,63.3,4.0,23.3,18909184,638976,711,99,288254,58211,384,190,194,1,0,282,154,13,23,22,1,3
2026-08-06 01:55:16,3.2,63.0,4.0,23.3,65536,1351680,4,61,196729,96898,350,237,194,0,0,267,138,14,7,22,1,3
2026-08-06 01:55:21,3.6,61.5,4.0,23.3,0,811008,0,41,174682,104282,356,301,194,1,0,258,125,17,8,22,1,3
2026-08-06 01:55:26,4.6,62.0,4.0,23.3,69632,290816,2,45,233805,108005,378,259,194,0,0,248,119,20,11,22,1,3
2026-08-06 01:55:31,4.1,62.2,4.0,23.3,114688,192512,9,31,149162,91388,272,242,194,0,0,233,112,27,12,22,1,3
2026-08-06 01:55:36,4.4,62.0,4.0,23.3,256512,1871872,10,289,162862,113995,267,260,194,0,0,232,110,28,14,22,1,3
2026-08-06 01:55:41,5.7,62.3,4.0,23.3,1671680,753664,41,92,140049,122665,308,306,193,2,0,231,108,30,17,22,1,3
2026-08-06 01:55:46,4.7,62.3,4.0,23.3,930816,952832,51,110,168252,991669,678,1052,192,0,0,229,109,32,23,22,1,3
2026-08-06 01:55:51,9.0,64.5,4.0,23.3,14834688,4156416,452,222,260382,878987,642,1056,197,5,1,241,118,35,29,22,1,3
2026-08-06 01:55:56,12.3,64.6,4.0,23.3,1030144,3364864,47,249,286198,2881824,1773,2361,197,1,0,255,125,35,33,22,1,3
2026-08-06 01:56:01,7.4,64.6,4.0,23.3,376832,1544192,14,129,194644,5497241,2340,4032,196,0,0,246,112,36,35,22,1,3
2026-08-06 01:56:06,11.6,65.7,4.0,23.3,1335296,8335360,10,115,444618,12118441,5270,8791,197,1,0,243,97,37,47,22,1,3
2026-08-06 01:56:11,7.8,64.1,4.0,23.3,1433600,8065024,12,69,200855,5837566,2297,4281,196,0,0,231,78,39,55,22,1,3
2026-08-06 01:56:16,6.3,64.2,4.0,23.3,258048,1433600,9,115,1210991,640587,893,1090,196,0,0,236,88,40,52,22,1,3
2026-08-06 01:56:21,5.3,64.1,4.0,23.3,12288,442368,1,37,1328513,80900,931,890,195,0,0,226,80,43,57,22,1,3
2026-08-06 01:56:26,4.4,63.5,4.0,23.3,16384,954368,1,98,1393695,88139,940,925,194,0,0,217,72,44,58,22,1,3
2026-08-06 01:56:31,4.8,62.3,4.0,23.3,296960,864256,7,46,1117510,80280,733,699,194,0,0,215,65,43,63,22,1,3
2026-08-06 01:56:36,3.6,62.5,4.0,23.3,0,524288,0,37,749799,53836,522,458,194,0,0,211,53,45,68,22,1,3
2026-08-06 01:56:41,3.2,62.7,4.0,23.3,205824,553984,11,60,663149,213075,702,728,194,0,0,223,60,50,70,22,1,3
2026-08-06 01:56:46,5.5,64.0,4.0,23.3,530944,1972736,25,104,120341,169018,418,423,200,6,0,237,73,55,71,22,1,3
2026-08-06 01:56:51,6.9,64.2,4.0,23.3,204800,1404928,9,113,160943,1810759,1142,1446,200,1,0,243,75,60,70,22,1,3
2026-08-06 01:56:56,6.5,63.9,4.0,23.3,188416,483328,6,49,160160,3308677,1579,2523,200,0,0,242,76,62,69,22,1,3
2026-08-06 01:57:01,6.0,64.1,4.0,23.3,225280,430080,8,22,184512,3697069,1920,2736,200,0,0,233,74,58,68,22,1,3
2026-08-06 01:57:06,6.6,64.7,4.0,23.3,1997312,6352896,54,84,159373,3888641,1760,2857,200,0,0,215,66,54,64,22,1,3
2026-08-06 01:57:11,6.7,65.3,4.0,23.3,1024,757760,1,60,1181518,2486780,1516,2255,200,0,0,213,68,53,62,22,1,3
2026-08-06 01:57:16,4.1,65.2,4.0,23.3,0,167936,0,24,1350262,101318,809,833,199,0,0,209,69,52,60,22,1,3
2026-08-06 01:57:21,6.1,64.5,4.0,23.3,0,360448,0,24,1193377,67632,759,723,199,0,0,207,69,50,60,22,1,3
2026-08-06 01:57:26,4.2,64.6,4.0,23.3,0,81920,0,14,1200910,64471,754,719,199,0,0,197,59,45,57,22,1,3
2026-08-06 01:57:31,4.2,63.9,4.0,23.3,0,135168,0,24,752537,50334,496,569,199,0,0,178,58,41,54,22,1,3
2026-08-06 01:57:36,4.0,63.5,4.0,23.3,241664,1458176,6,233,32473,17638,112,95,199,0,0,175,58,41,49,22,1,3
2026-08-06 01:57:41,4.2,63.5,4.0,23.3,32768,249856,2,21,54049,28057,104,114,199,0,0,165,60,40,40,22,1,3
2026-08-06 01:57:46,2.1,63.4,4.0,23.3,143360,544768,4,28,196274,3551366,1792,2676,199,0,0,164,59,40,39,22,1,3
2026-08-06 01:57:51,2.6,63.4,4.0,23.3,16384,1798144,1,78,146160,3881066,1687,2829,199,0,0,152,59,38,30,22,1,3
2026-08-06 01:57:56,2.9,63.4,4.0,23.3,0,3960832,0,26,137700,4433053,1763,3212,199,0,0,148,56,38,29,22,1,3
2026-08-06 01:58:01,2.3,63.1,4.0,23.3,1424384,3256320,44,76,137222,2988222,1328,2212,199,0,0,134,50,38,21,22,1,3
2026-08-06 01:58:07,3.0,63.2,4.0,23.3,77824,614400,2,31,1582783,94742,929,869,199,0,0,131,56,37,13,22,1,3
2026-08-06 01:58:12,3.5,63.4,4.0,23.3,49152,557056,1,65,1633803,95113,1125,1128,199,0,0,122,55,35,7,22,1,3
2026-08-06 01:58:17,4.2,63.5,4.0,23.3,65536,159744,1,21,1781264,99253,1069,1086,199,0,0,118,54,33,6,22,1,3
2026-08-06 01:58:22,5.3,63.6,4.0,23.3,65536,552960,1,23,2184382,111421,1256,1266,199,0,0,117,45,32,5,22,1,3
2026-08-06 01:58:27,4.7,63.8,4.0,23.3,262144,1982464,15,210,493389,119714,494,581,200,1,0,114,53,33,5,22,1,3
2026-08-06 01:58:32,6.1,59.7,3.8,23.3,120789504,1257472,6415,122,40371,32958,86,91,190,0,0,111,52,32,4,22,1,3
2026-08-06 01:58:37,2.9,59.6,3.8,23.3,36864,487424,1,37,18342,3491,26,29,190,0,0,107,49,29,4,22,1,3
2026-08-06 01:58:42,1.5,59.2,3.8,23.3,176128,393216,12,33,27526,86273,74,85,190,0,0,104,49,26,4,22,1,3
2026-08-06 01:58:47,2.7,59.2,3.8,23.3,32768,675840,1,31,24369,7179,30,28,190,0,0,96,47,21,4,22,1,3
2026-08-06 01:58:52,1.5,58.9,3.8,23.3,0,167936,0,9,4289,890,15,11,190,0,0,84,45,14,1,22,1,3
2026-08-06 01:58:57,2.6,58.8,3.8,23.3,73728,151552,4,19,19362,8790,46,39,189,0,0,82,47,11,1,22,1,3
