timestamp,cpu_percent,memory_percent,swap_percent,disk_usage_percent,disk_read_bytes_delta,disk_write_bytes_delta,disk_read_count_delta,disk_write_count_delta,bytes_sent_delta,bytes_recv_delta,packets_sent_delta,packets_recv_delta,process_count,new_processes,new_unique_processes,tcp_total,tcp_established,tcp_time_wait,tcp_close_wait,tcp_listen,hour,weekday
2026-08-06 01:59:02,2.0,58.9,3.8,23.3,274432,1159168,9,171,21049,8902,29,29,188,0,0,80,45,11,1,22,1,3
2026-08-06 01:59:07,2.6,58.9,3.8,23.3,0,270336,0,24,10507,962,9,7,188,0,0,80,45,11,1,22,1,3
2026-08-06 01:59:12,1.8,58.8,3.8,23.3,0,24576,0,6,2288,936,13,12,188,0,0,80,45,11,1,22,1,3
2026-08-06 01:59:17,2.8,58.9,3.8,23.3,16384,688128,1,80,17865,5217,12,19,188,0,0,80,45,11,1,22,1,3
2026-08-06 01:59:22,11.6,65.4,3.8,23.3,184531968,1191936,970,113,9679,2882,20,12,194,6,2,79,45,11,1,22,1,3
2026-08-06 01:59:27,85.7,83.7,3.7,23.3,565164544,12685312,4230,520,808000,400282,720,736,218,24,6,105,64,13,1,22,1,3
2026-08-06 01:59:32,87.6,85.7,4.0,23.3,527318528,48206848,2158,1069,2437970,3342134,3473,4260,216,4,0,197,156,12,1,23,1,3
2026-08-06 01:59:37,70.7,94.2,5.9,23.3,333536768,151764992,2215,790,1825352,1905323,2521,3072,216,2,0,168,126,15,2,24,1,3
2026-08-06 01:59:42,28.8,86.9,8.3,23.3,30782464,170635264,1498,431,189625,347540,292,462,217,1,1,161,121,14,2,24,1,3
2026-08-06 01:59:47,15.2,88.4,8.2,23.3,62390784,1627648,2564,182,41013,59382,135,147,217,0,0,164,118,17,5,24,1,3
2026-08-06 01:59:52,8.2,87.0,7.7,23.3,6541312,1613824,234,121,132123,38851,144,182,217,0,0,155,108,20,3,24,1,3
2026-08-06 01:59:57,34.0,91.8,7.3,23.3,371888128,19744768,2943,1198,888957,2528866,1715,2688,223,6,0,192,139,20,4,24,1,3
2026-08-06 02:00:02,34.1,91.8,8.5,23.3,60018176,124237312,1799,1679,935113,4405790,3054,4067,226,3,0,209,159,19,5,24,2,3
2026-08-06 02:00:07,41.1,92.2,8.7,23.3,44305408,92422656,1628,1556,936622,3099507,1981,3165,228,3,0,214,164,19,5,24,2,3
2026-08-06 02:00:12,33.8,89.1,10.1,23.3,279427584,116813824,746,1001,1134158,1754523,1392,2253,232,4,0,216,167,19,5,24,2,3
2026-08-06 02:00:17,28.6,89.2,11.1,23.3,40478720,90543104,1120,729,486552,603260,702,951,232,0,0,215,166,19,5,24,2,3
2026-08-06 02:00:22,10.4,88.3,11.1,23.3,36072960,5163520,919,327,60865,25583,134,94,232,0,0,213,167,18,3,24,2,3
2026-08-06 02:00:27,13.9,88.5,10.7,23.3,31155200,3665920,899,403,68513,36544,140,136,232,0,0,212,167,17,3,24,2,3
2026-08-06 02:00:32,7.2,88.7,10.7,23.3,8540160,3870720,263,123,24169,12674,66,65,232,0,0,208,160,19,4,24,2,3
2026-08-06 02:00:37,7.6,88.0,10.6,23.3,8974848,5988352,272,191,48763,40730,140,149,230,0,0,197,146,22,4,24,2,3
2026-08-06 02:00:42,12.6,89.1,10.6,23.3,6470656,4468736,224,166,72323,87439,142,180,230,0,0,194,144,22,4,24,2,3
2026-08-06 02:00:47,9.9,89.2,10.6,23.3,13995520,3252224,346,104,161331,54473,167,210,230,0,0,196,146,22,4,24,2,3
