timestamp,cpu_percent,memory_percent,swap_percent,disk_usage_percent,disk_read_bytes_delta,disk_write_bytes_delta,disk_read_count_delta,disk_write_count_delta,bytes_sent_delta,bytes_recv_delta,packets_sent_delta,packets_recv_delta,process_count,new_processes,new_unique_processes,tcp_total,tcp_established,tcp_time_wait,tcp_close_wait,tcp_listen,hour,weekday
2026-08-08 18:02:15,3.8,48.4,3.7,23.4,18,5,0,430080,0,16,0,0,0,0,186,0,0,21,0,0,0,21
2026-08-08 18:02:20,4.7,48.4,3.7,23.4,18,5,0,483328,0,26,0,0,0,0,186,0,0,21,0,0,0,21
2026-08-08 18:02:25,4.0,48.2,3.7,23.4,18,5,770048,581632,20,46,0,0,0,0,185,0,0,21,0,0,0,21
2026-08-08 18:02:31,3.9,48.2,3.7,23.4,18,5,0,405504,0,13,0,0,0,0,185,0,0,21,0,0,0,21
2026-08-08 18:02:36,4.1,48.3,3.7,23.4,18,5,49152,483328,1,21,0,0,0,0,184,0,0,21,0,0,0,21
2026-08-08 18:02:41,5.8,47.6,3.7,23.4,18,5,0,503808,0,26,0,0,0,0,184,0,0,21,0,0,0,21
2026-08-08 18:02:46,3.9,47.5,3.7,23.4,18,5,0,405504,0,14,0,0,0,0,184,0,0,21,0,0,0,21
2026-08-08 18:02:51,5.1,47.3,3.7,23.4,18,5,891392,557056,38,22,0,0,0,0,182,0,0,21,0,0,0,21
2026-08-08 18:02:56,4.2,47.0,3.7,23.4,18,5,699392,797184,37,59,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:01,4.5,47.1,3.7,23.4,18,5,0,413696,0,13,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:06,4.2,47.1,3.7,23.4,18,5,0,479232,0,21,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:12,3.7,47.0,3.7,23.4,18,5,65536,438272,1,18,0,0,0,0,180,0,0,21,0,0,0,21
2026-08-08 18:03:17,3.8,47.0,3.7,23.4,18,5,16384,462848,1,22,0,0,0,0,180,0,0,21,0,0,0,21
